"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"social";-0,479966516665928;-1,83237181661067;-0,0957624783212922;-0,253065643853626;-0,966130630884354;-0,0504914246971618;0,0918555516870087;0,90630087943505;0,00184356887793993;0,000465332402413372;0,00678216917902813;1,85238888446578e-05;0,00201995368724605;0,840415716638576;0,00142669041444952
"reunião";0,709562416774454;-0,0239421913802973;-0,692107137867876;0,715648281059579;-0,0241475417821567;-0,698043289518887;0,675470500826562;0,00052061256072099;0,324008886612717;0,00101700390557272;1,1578950789516e-06;0,000967582642002742;0,00201995368724605;0,458166508871118;0,000424021708885796
"político";-0,138213767181824;-1,34682701819264;-0,350842999536424;-0,0988215552688443;-0,962968764470523;-0,250849474522791;0,0145922133486343;0,938002226862376;0,0474055597889876;3,90949942696182e-05;0,00371229247610825;0,00025190928533975;0,00204653202523613;0,607192849096853;0,000754521885907573
"meio";0,398039877592942;-0,61919282732597;-0,555712777148709;0,431569327792478;-0,671351408002068;-0,602524026311308;0,276174303347425;0,452421880164373;0,271403816488202;0,000294767113048816;0,000713308983646614;0,000574548406742743;0,00186048365930557;0,401948932574193;0,000300585218000906
"inquérito";1,67200890962111;1,07400124172775;1,84967653513076;0,615875862649395;0,395602820911694;0,681318816628878;0,527332926012192;0,147291928563197;0,325375145424611;0,0051083153208132;0,00210770627939152;0,00625161316072029;0,00182726073681797;1,22188989182853;0,00272812752042049
"id";0,842776405836654;0,584151960496537;-0,0272155153021292;0,821587213718606;0,569465137240245;-0,0265312593377539;0,7542875920129;0,245315828326958;0,000396579660141681;0,00124593817574279;0,000598581696291419;1,29928635909563e-06;0,00175417030734526;0,514967493932376;0,000465191089805186
"assim";-0,167117604141599;0,344252703000186;-0,0757069016312172;-0,428408455850729;0,882496907924725;-0,194075764738656;0,251505996282153;0,722470847186247;0,0260231565316001;5,60427158505665e-05;0,000237809658594113;1,15012678285088e-05;0,00200666451825101;0,176841405604314;6,27541841699754e-05
"sentido";-0,575872762684389;0,173564588948486;0,0908292397968751;-0,94672380078484;0,285336862547577;0,149321531933648;0,931067306292585;0,0572548019281495;0,0116778917792662;0,000677588497104877;6,1551011871105e-05;1,68563797754732e-05;0,00204320973298737;0,316717403790776;0,000204954192321988
"indevido";-1,43306149960502;-1,66150751201034;1,3265660173854;-0,558918302339103;-0,648016123657246;0,517383257161084;0,426981966995934;0,388549328081253;0,184468704922812;0,00388903942278696;0,00522778004799404;0,00333250204199578;0,00189370658179317;1,1638472665823;0,00256510218427668
"porque";0,803097690230294;0,572021850023461;0,680964397478819;0,670205802300811;0,477367034661291;0,568282409353846;0,586190400756389;0,201320894998947;0,212488704244664;0,00128780189148727;0,000653337432397871;0,000925893676318529;0,00199669764150473;0,556653513930171;0,000618702989986794
"relação";0,131614000546191;0,550840583010535;-0,00490937500028311;0,232382848375627;0,972585767089072;-0,00866818531140604;0,0777686968903143;0,922176747659782;5,45554499013436e-05;3,02135193984682e-05;0,000529235532722842;4,20387263628458e-08;0,00174420343059898;0,250458403815786;0,000109412855683028
"vez";0,298510332179159;0,143085075946166;-0,102948893775402;0,861078704035061;0,412741196805665;-0,296964930449249;0,822704752277053;0,127960407533507;0,04933484018944;0,000172001684736694;3,95186993056414e-05;2,04577248872427e-05;0,00193025179652953;0,174651891714686;5,88790173503397e-05
"resultado";0,351344290529778;-0,340828609775462;0,0509121539137481;0,713915364017302;-0,692547986615815;0,103451144287651;0,606932907387599;0,386641652020115;0,00642544059228667;0,000230893671048789;0,000217279280255119;4,84829647898561e-06;0,00187045053605185;0,239330741931284;0,000107137917888857
"apenas";0,104831599785304;-0,00300829918907359;0,157410863209052;0,554231105168721;-0,0159044886050871;0,832210868293409;0,46787547987953;0,00026082521818768;0,531863694902282;2,10667757782176e-05;1,73482510933196e-08;4,74988447626996e-05;0,00191696262753449;0,0813322898818128;1,26805954038442e-05
